ROWID,Country,SourceYear,Crop name,Area,Production,Yield,Percentage of area under irrigation ( % ),Comments,YearCode,Year
1464,India,1983-84,Foodgrains,131160.00,152370.00,1162.00,30.93,,1983,"Financial Year (Apr - Mar), 1983"
1465,India,1976-77,Sugarcane,2870.00,153010.00,53383.00,77.19,,1976,"Financial Year (Apr - Mar), 1976"
1466,India,1980-81,Sugarcane,2670.00,154250.00,57844.00,81.26,,1980,"Financial Year (Apr - Mar), 1980"
1467,India,1991-92,Foodgrains,121870.00,168380.00,1382.00,37.37,,1991,"Financial Year (Apr - Mar), 1991"
1468,India,1988-89,Foodgrains,127670.00,169920.00,1331.00,34.42,,1988,"Financial Year (Apr - Mar), 1988"
1469,India,1984-85,Sugarcane,2950.00,170320.00,57673.00,83.59,,1984,"Financial Year (Apr - Mar), 1984"
1470,India,1985-86,Sugarcane,2850.00,170650.00,59889.00,84.51,,1985,"Financial Year (Apr - Mar), 1985"
1471,India,1989-90,Foodgrains,126770.00,171040.00,1349.00,34.99,,1989,"Financial Year (Apr - Mar), 1989"
1472,India,1983-84,Sugarcane,3110.00,174080.00,55978.00,80.33,,1983,"Financial Year (Apr - Mar), 1983"
1473,India,2002-03,Foodgrains,113860.00,174770.00,1535.00,43.42,,2002,"Financial Year (Apr - Mar), 2002"
1474,India,1990-91,Foodgrains,127840.00,176390.00,1380.00,35.07,,1990,"Financial Year (Apr - Mar), 1990"
1475,India,1977-78,Sugarcane,3150.00,176970.00,56160.00,78.13,,1977,"Financial Year (Apr - Mar), 1977"
1476,India,1992-93,Foodgrains,123150.00,179480.00,1457.00,37.42,,1992,"Financial Year (Apr - Mar), 1992"
1477,India,1995-96,Foodgrains,121010.00,180420.00,1491.00,40.13,,1995,"Financial Year (Apr - Mar), 1995"
1478,India,1993-94,Foodgrains,122750.00,184260.00,1501.00,38.66,,1993,"Financial Year (Apr - Mar), 1993"
1479,India,1986-87,Sugarcane,3080.00,186090.00,60444.00,85.38,,1986,"Financial Year (Apr - Mar), 1986"
1480,India,1981-82,Sugarcane,3190.00,186360.00,58359.00,82.34,,1981,"Financial Year (Apr - Mar), 1981"
1481,India,1982-83,Sugarcane,3360.00,189510.00,56441.00,80.54,,1982,"Financial Year (Apr - Mar), 1982"
1482,India,1994-95,Foodgrains,123860.00,191500.00,1546.00,39.61,,1994,"Financial Year (Apr - Mar), 1994"
1483,India,1997-98,Foodgrains,124070.00,192260.00,1552.00,41.71,,1997,"Financial Year (Apr - Mar), 1997"
1484,India,1987-88,Sugarcane,3280.00,196740.00,60006.00,85.62,,1987,"Financial Year (Apr - Mar), 1987"
1485,India,2000-01,Foodgrains,121050.00,196810.00,1626.00,43.70,,2000,"Financial Year (Apr - Mar), 2000"
1486,India,2004-05,Foodgrains,120080.00,198360.00,1652.00,44.59,,2004,"Financial Year (Apr - Mar), 2004"
1487,India,1996-97,Foodgrains,123580.00,199340.00,1614.00,41.71,,1996,"Financial Year (Apr - Mar), 1996"
1488,India,1988-89,Sugarcane,3330.00,203040.00,60992.00,86.18,,1988,"Financial Year (Apr - Mar), 1988"
1489,India,1998-99,Foodgrains,125170.00,203610.00,1627.00,43.31,,1998,"Financial Year (Apr - Mar), 1998"
1490,India,2005-06,Foodgrains,121600.00,208600.00,1715.00,45.70,,2005,"Financial Year (Apr - Mar), 2005"
1491,India,1999-00,Foodgrains,123100.00,209800.00,1704.00,44.63,,1999,"Financial Year (Apr - Mar), 1999"
1492,India,2001-02,Foodgrains,122780.00,212850.00,1734.00,43.58,,2001,"Financial Year (Apr - Mar), 2001"
1493,India,2003-04,Foodgrains,123450.00,213190.00,1727.00,42.60,,2003,"Financial Year (Apr - Mar), 2003"
1494,India,2006-07,Foodgrains,123710.00,217280.00,1756.00,47.18,,2006,"Financial Year (Apr - Mar), 2006"
1495,India,2009-10,Foodgrains,121330.00,218110.00,1798.00,47.84,,2009,"Financial Year (Apr - Mar), 2009"
1496,India,1989-90,Sugarcane,3440.00,225570.00,65612.00,86.93,,1989,"Financial Year (Apr - Mar), 1989"
1497,India,1992-93,Sugarcane,3570.00,228030.00,63843.00,88.27,,1992,"Financial Year (Apr - Mar), 1992"
1498,India,1993-94,Sugarcane,3420.00,229660.00,67120.00,88.76,,1993,"Financial Year (Apr - Mar), 1993"
1499,India,2007-08,Foodgrains,124070.00,230780.00,1860.00,47.28,,2007,"Financial Year (Apr - Mar), 2007"
1500,India,2003-04,Sugarcane,3930.00,233860.00,59380.00,92.27,,2003,"Financial Year (Apr - Mar), 2003"
1501,India,2008-09,Foodgrains,122830.00,234470.00,1909.00,48.47,,2008,"Financial Year (Apr - Mar), 2008"
1502,India,2004-05,Sugarcane,3660.00,237090.00,64752.00,92.39,,2004,"Financial Year (Apr - Mar), 2004"
1503,India,1990-91,Sugarcane,3690.00,241050.00,65395.00,86.97,,1990,"Financial Year (Apr - Mar), 1990"
1504,India,2010-11,Foodgrains,126670.00,244490.00,1930.00,48.06,,2010,"Financial Year (Apr - Mar), 2010"
1505,India,2015-16,Foodgrains,123220.00,251540.00,2041.00,52.66,,2015,"Financial Year (Apr - Mar), 2015"
1506,India,2014-15,Foodgrains,124300.00,252030.00,2028.00,53.06,,2014,"Financial Year (Apr - Mar), 2014"
1507,India,1991-92,Sugarcane,3840.00,254000.00,66069.00,88.01,,1991,"Financial Year (Apr - Mar), 1991"
1508,India,2012-13,Foodgrains,120780.00,257130.00,2129.00,51.30,,2012,"Financial Year (Apr - Mar), 2012"
1509,India,2011-12,Foodgrains,124750.00,259290.00,2078.00,49.82,,2011,"Financial Year (Apr - Mar), 2011"
1510,India,2013-14,Foodgrains,125050.00,265050.00,2120.00,51.92,,2013,"Financial Year (Apr - Mar), 2013"
1511,India,2016-17,Foodgrains,129230.00,275110.00,2129.00,52.16,,2016,"Financial Year (Apr - Mar), 2016"
1512,India,1994-95,Sugarcane,3870.00,275540.00,71254.00,85.39,,1994,"Financial Year (Apr - Mar), 1994"
1513,India,1996-97,Sugarcane,4170.00,277560.00,66496.00,90.95,,1996,"Financial Year (Apr - Mar), 1996"
1514,India,1997-98,Sugarcane,3930.00,279540.00,71133.00,91.57,,1997,"Financial Year (Apr - Mar), 1997"
1515,India,1995-96,Sugarcane,4150.00,281100.00,67787.00,87.43,,1995,"Financial Year (Apr - Mar), 1995"
1516,India,2005-06,Sugarcane,4200.00,281170.00,66919.00,93.27,,2005,"Financial Year (Apr - Mar), 2005"
1517,India,2017-18,Foodgrains,127520.00,285010.00,2235.00,53.00,,2017,"Financial Year (Apr - Mar), 2017"
1518,India,2008-09,Sugarcane,4420.00,285030.00,64553.00,93.52,,2008,"Financial Year (Apr - Mar), 2008"
1519,India,2018-19,Foodgrains,124780.00,285210.00,2286.00,54.32,,2018,"Financial Year (Apr - Mar), 2018"
1520,India,2002-03,Sugarcane,4520.00,287380.00,63576.00,92.66,,2002,"Financial Year (Apr - Mar), 2002"
1521,India,1998-99,Sugarcane,4050.00,288720.00,71203.00,91.91,,1998,"Financial Year (Apr - Mar), 1998"
1522,India,2009-10,Sugarcane,4170.00,292300.00,70020.00,93.80,,2009,"Financial Year (Apr - Mar), 2009"
1523,India,2000-01,Sugarcane,4320.00,295960.00,68578.00,92.17,,2000,"Financial Year (Apr - Mar), 2000"
1524,India,2001-02,Sugarcane,4410.00,297210.00,67370.00,92.28,,2001,"Financial Year (Apr - Mar), 2001"
1525,India,2019-20,Foodgrains,126990.00,297500.00,2343.00,,,2019,"Financial Year (Apr - Mar), 2019"
1526,India,1999-00,Sugarcane,4220.00,299320.00,70934.00,92.50,,1999,"Financial Year (Apr - Mar), 1999"
1527,India,2016-17,Sugarcane,4440.00,306070.00,69001.00,95.50,,2016,"Financial Year (Apr - Mar), 2016"
1528,India,2020-21,Foodgrains,129340.00,308650.00,2386.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1529,India,2012-13,Sugarcane,5000.00,341200.00,68254.00,95.16,,2012,"Financial Year (Apr - Mar), 2012"
1530,India,2010-11,Sugarcane,4880.00,342380.00,70091.00,92.67,,2010,"Financial Year (Apr - Mar), 2010"
1531,India,2007-08,Sugarcane,5060.00,348190.00,68877.00,93.83,,2007,"Financial Year (Apr - Mar), 2007"
1532,India,2015-16,Sugarcane,4930.00,348450.00,70720.00,95.80,,2015,"Financial Year (Apr - Mar), 2015"
1533,India,2013-14,Sugarcane,4990.00,352140.00,70522.00,95.31,,2013,"Financial Year (Apr - Mar), 2013"
1534,India,2006-07,Sugarcane,5150.00,355520.00,69022.00,93.80,,2006,"Financial Year (Apr - Mar), 2006"
1535,India,2011-12,Sugarcane,5040.00,361040.00,71668.00,94.81,,2011,"Financial Year (Apr - Mar), 2011"
1536,India,2014-15,Sugarcane,5070.00,362330.00,71511.00,95.61,,2014,"Financial Year (Apr - Mar), 2014"
1537,India,2019-20,Sugarcane,4600.00,370500.00,80497.00,,,2019,"Financial Year (Apr - Mar), 2019"
1538,India,2017-18,Sugarcane,4740.00,379900.00,80198.00,96.30,,2017,"Financial Year (Apr - Mar), 2017"
1539,India,2020-21,Sugarcane,4860.00,399250.00,82205.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
1540,India,2018-19,Sugarcane,5060.00,405420.00,80105.00,96.60,,2018,"Financial Year (Apr - Mar), 2018"
1541,India,2005-06,Tomato,546930.00,9967600.00,18.20,,,2005,"Financial Year (Apr - Mar), 2005"
1542,India,2006-07,Tomato,596230.00,10054610.00,16.90,,,2006,"Financial Year (Apr - Mar), 2006"
1543,India,2007-08,Tomato,566300.00,10302740.00,18.20,,,2007,"Financial Year (Apr - Mar), 2007"
1544,India,2008-09,Tomato,599110.00,11148830.00,18.60,,,2008,"Financial Year (Apr - Mar), 2008"
1545,India,2009-10,Tomato,634390.00,12433190.00,19.60,,,2009,"Financial Year (Apr - Mar), 2009"
1546,India,2014-15,Tomato,767320.00,16384980.00,21.40,,,2014,"Financial Year (Apr - Mar), 2014"
1547,India,2010-11,Tomato,864920.00,16826450.00,19.50,,,2010,"Financial Year (Apr - Mar), 2010"
1548,India,2012-13,Tomato,879630.00,18226640.00,20.70,,,2012,"Financial Year (Apr - Mar), 2012"
1549,India,2011-12,Tomato,907050.00,18653300.00,20.60,,,2011,"Financial Year (Apr - Mar), 2011"
1550,India,2015-16,Tomato,773880.00,18731970.00,24.20,,,2015,"Financial Year (Apr - Mar), 2015"
1551,India,2013-14,Tomato,882030.00,18735910.00,21.20,,,2013,"Financial Year (Apr - Mar), 2013"
1552,India,2018-19,Tomato,781010.00,19007240.00,24.30,,,2018,"Financial Year (Apr - Mar), 2018"
1553,India,2017-18,Tomato,789150.00,19759320.00,25.00,,,2017,"Financial Year (Apr - Mar), 2017"
1554,India,2019-20,Tomato,817780.00,20550110.00,25.10,,,2019,"Financial Year (Apr - Mar), 2019"
1555,India,2016-17,Tomato,796860.00,20708430.00,26.00,,,2016,"Financial Year (Apr - Mar), 2016"
1556,India,2020-21,Tomato,865290.00,21055850.00,24.30,,* 3rd Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
